emp_no,first_name,last_name,birth_date,from_date,to_date,title
216246,Francoise,Rullman,1/21/65,12/30/97,1/12/00,Staff
216342,Aiichiro,Cromarty,1/22/65,6/10/95,1/1/99,Engineer
216375,Byong,Gustavson,1/16/65,3/12/85,1/1/99,Senior Engineer
216502,Xiaocheng,Suermann,1/26/65,12/15/97,1/1/99,Engineer
216573,Ashish,Vidya,1/29/65,6/16/89,1/1/99,Engineer
216921,Lena,Lenart,1/22/65,12/25/90,1/1/99,Senior Staff
217026,Otmar,Engberts,1/11/65,8/16/93,1/1/99,Senior Staff
217080,Masami,Puoti,1/12/65,1/21/00,1/1/99,Senior Engineer
217272,Yuchang,Eldridge,1/21/65,8/1/86,1/1/99,Senior Staff
217286,Yannik,Spelt,1/5/65,9/22/92,1/1/99,Technique Leader
217320,Abdelwaheb,Denis,1/10/65,9/10/93,1/1/99,Engineer
217363,Horward,Marzano,1/14/65,4/11/96,1/1/99,Staff
217387,Jianhao,Molenaar,1/21/65,10/22/87,1/1/99,Engineer
217551,Panayotis,Lukaszewicz,1/2/65,6/6/89,1/1/99,Engineer
217800,Shay,Servieres,2/1/65,8/6/98,1/1/99,Senior Staff
218022,Mokhtar,Poupard,1/26/65,2/2/92,1/1/99,Technique Leader
218100,Jiong,Garnham,1/24/65,1/2/90,1/1/99,Senior Staff
218299,Almudena,Genin,1/9/65,9/26/86,11/6/01,Senior Staff
218829,Eckart,Foong,1/17/65,11/26/89,1/28/96,Staff
218831,Unal,DuBourdieux,1/16/65,3/13/96,1/1/99,Engineer
219035,Kristine,Bierman,1/18/65,5/13/88,1/1/99,Technique Leader
219047,Aemilian,Kusalik,1/30/65,5/27/87,1/1/99,Engineer
219052,Marsal,Acton,1/6/65,8/2/95,1/1/99,Staff
219417,Subhrajyoti,Denna,1/29/65,7/25/96,1/1/99,Staff
219497,Moie,Zastre,1/22/65,10/11/91,1/1/99,Technique Leader
219967,Susanna,Reeken,1/16/65,3/16/98,1/1/99,Senior Staff
220029,Demos,Asser,1/17/65,11/4/85,1/1/99,Senior Engineer
220131,Reinhard,Slaats,1/9/65,6/8/94,1/1/99,Engineer
220418,Poorav,Laventhal,1/23/65,8/16/97,1/1/99,Staff
220528,Sibyl,Rabehasaina,1/6/65,2/23/98,1/1/99,Senior Staff
220582,Poornachandra,Zielinski,1/8/65,2/13/96,1/1/99,Staff
220611,Yuping,Babb,1/23/65,1/31/95,1/1/99,Senior Staff
220625,Shigenori,Deville,1/25/65,12/24/92,1/1/99,Technique Leader
220699,Nahid,Gyimothy,1/7/65,8/18/95,1/1/99,Staff
220799,Perla,Orlowska,1/17/65,12/3/90,10/13/98,Senior Engineer
221126,Tesuya,dAstous,1/23/65,11/29/88,1/1/99,Engineer
221367,Saddek,Farris,1/13/65,11/6/90,1/1/99,Senior Staff
221369,Abdulah,Pocchiola,1/28/65,8/28/96,1/1/99,Engineer
221435,Djenana,Marrevee,1/6/65,2/6/94,1/1/99,Engineer
221699,Szabolcs,Georgatos,1/15/65,8/16/99,2/6/00,Engineer
221973,Sangeeta,Kalefeld,1/17/65,6/6/90,1/1/99,Senior Staff
222206,Stein,Uludag,1/21/65,1/30/88,1/1/99,Staff
222311,Miyeon,Billingsley,1/20/65,12/5/92,1/1/99,Senior Engineer
222319,Matt,Chvatal,1/20/65,11/9/94,1/1/99,Senior Engineer
222354,Valdiodio,Schlumberger,1/15/65,8/7/93,1/1/99,Assistant Engineer
222616,Badri,Schapire,2/1/65,1/19/98,1/1/99,Assistant Engineer
222701,Lein,Delaune,1/24/65,6/30/90,9/14/91,Senior Staff
222770,Kazuhiko,Kushner,1/22/65,8/1/95,1/1/99,Senior Engineer
222878,Annemarie,Zallocco,1/10/65,5/28/90,12/1/96,Engineer
222926,Limsoon,Erol,1/10/65,12/31/97,1/1/99,Senior Engineer
222952,Gopalakrishnan,Suermann,1/28/65,4/30/91,1/1/99,Engineer
222998,Leaf,Awdeh,1/7/65,2/20/85,10/2/92,Staff
223593,Hidefumi,Moehrke,1/20/65,3/4/98,1/1/99,Staff
223595,Chiranjit,Dredge,2/1/65,9/5/99,1/1/99,Technique Leader
224135,Annemarie,Bressoud,1/2/65,6/23/98,1/1/99,Engineer
224335,Perry,Chachaty,1/29/65,7/22/85,1/1/99,Engineer
224390,TRUE,Shobatake,1/24/65,5/17/96,1/1/99,Senior Staff
224934,George,Miake,1/5/65,1/2/88,1/1/99,Staff
225438,Remmert,Quaggetto,1/14/65,4/28/92,1/1/99,Senior Staff
225601,Masasuke,Genin,1/13/65,6/25/94,1/1/99,Assistant Engineer
225788,Ipke,Kieras,1/8/65,12/18/95,1/1/99,Engineer
225867,Ramalingam,Remmele,1/26/65,9/3/99,1/1/99,Senior Engineer
225964,Mooi,Cooman,1/19/65,6/7/89,1/1/99,Engineer
226216,Giordano,Gini,1/28/65,8/14/93,1/1/99,Technique Leader
226227,Herbert,Erva,1/7/65,9/6/86,1/1/99,Engineer
227354,Gio,Murtha,1/12/65,11/11/86,1/1/99,Engineer
227476,Macha,Schnabel,1/11/65,5/11/88,1/1/99,Engineer
227681,Mikhail,Rousseau,1/30/65,11/30/98,1/1/99,Staff
227899,Garnik,Luce,1/23/65,9/15/98,1/1/99,Staff
227901,Francesca,Azuma,1/26/65,6/8/96,1/1/99,Senior Staff
228098,IEEE,Kroll,1/18/65,5/10/97,2/17/98,Engineer
228248,Yuriy,Plump,1/9/65,9/8/88,1/1/99,Staff
228554,Bilhanan,Brendel,1/3/65,12/23/90,1/1/99,Senior Staff
228575,Takanari,Pelc,1/3/65,8/18/90,9/25/92,Engineer
228766,Nahla,Smailagic,1/11/65,11/22/91,2/12/93,Senior Engineer
229098,Berry,Yurek,1/8/65,8/16/95,1/1/99,Senior Staff
229207,Filipe,Erol,1/30/65,7/11/97,8/15/99,Senior Engineer
229220,Fabrizio,Lichtman,1/21/65,2/9/87,1/1/99,Engineer
229248,Harjit,Terekhov,1/27/65,10/19/95,1/1/99,Staff
229352,Kwangho,Petereit,1/7/65,8/10/99,5/6/00,Engineer
229364,Dulce,Magliocco,1/7/65,2/13/87,2/23/87,Staff
229386,Pohua,Tasistro,1/3/65,6/2/89,11/4/94,Technique Leader
229391,Paloma,Henseler,1/15/65,6/11/91,1/1/99,Engineer
229404,Gilbert,Kilgour,1/11/65,4/5/96,1/1/99,Staff
229547,Moni,Schach,1/3/65,7/4/86,1/1/99,Senior Staff
229690,Mokhtar,Sherertz,1/8/65,6/9/88,11/8/95,Senior Staff
229727,Ewing,Millington,1/23/65,9/28/99,1/1/99,Engineer
229981,Jamaludin,Fordan,1/19/65,2/6/92,1/1/99,Engineer
230002,Tadahiro,Backhouse,1/7/65,10/2/91,1/1/99,Engineer
230126,Bezalel,Radivojevic,1/31/65,7/2/88,1/1/99,Senior Staff
230287,Renny,Alameldin,1/14/65,9/28/97,1/1/99,Assistant Engineer
230354,Yinghua,Lorho,1/31/65,8/9/91,1/1/99,Senior Staff
230498,Kolar,Puppo,1/15/65,4/25/90,1/1/99,Engineer
230579,Shahar,Negoita,1/17/65,3/19/94,1/1/99,Senior Staff
230689,Dietrich,Crabtree,1/14/65,5/24/86,1/1/99,Senior Staff
230821,Toshiki,Raney,1/20/65,7/3/97,3/21/00,Staff
230865,Takushi,Brattka,1/2/65,3/9/99,6/3/99,Staff
231043,Torsten,Slobodova,1/1/65,7/20/92,4/1/00,Assistant Engineer
231069,Trygve,Siksek,1/22/65,11/9/95,1/1/99,Staff
231459,Nectarios,Pramanik,1/28/65,11/18/99,1/1/99,Assistant Engineer
231671,Chandrasekaran,Pearson,1/7/65,4/14/95,1/1/99,Staff
231798,Goetz,Alvarado,1/28/65,12/25/88,1/1/99,Engineer
232178,Etsuo,Anandan,1/29/65,12/13/89,1/1/99,Senior Staff
232209,Nitsan,Rouquie,1/11/65,8/1/88,1/1/99,Engineer
232458,Nikolaus,Yetto,1/4/65,9/22/90,8/22/92,Staff
232496,Peternela,Klerer,1/31/65,6/6/86,6/8/94,Staff
232697,Barry,Ramsak,1/23/65,9/7/90,1/1/99,Engineer
232723,Tesuya,Bugrara,1/14/65,2/13/93,1/1/99,Assistant Engineer
233114,Alselm,Gargeya,1/20/65,12/25/87,1/1/99,Senior Engineer
233247,Murthy,Angiulli,1/18/65,8/2/86,7/21/98,Engineer
233394,Khalid,Lenart,1/6/65,12/24/95,1/1/99,Engineer
233397,Fay,Sundgren,1/16/65,7/7/90,1/1/99,Senior Staff
233426,Etsuo,Usery,1/12/65,3/2/95,1/1/99,Engineer
233533,Seongbae,Sluis,1/10/65,9/22/88,6/10/97,Senior Staff
233690,Cedric,Riefers,1/17/65,9/8/94,1/1/99,Engineer
233759,Zissis,Lodder,1/14/65,9/25/99,5/27/00,Engineer
233765,Kotesh,Chachaty,1/20/65,3/25/91,1/1/99,Engineer
233785,Baziley,Ballarin,1/30/65,7/28/87,1/1/99,Staff
233818,Kellie,Heydon,1/1/65,11/11/85,1/1/99,Senior Engineer
234195,Luerbio,Terkki,1/7/65,5/14/91,1/1/99,Senior Staff
234278,Tzu,Impagliazzo,1/20/65,11/14/90,12/5/93,Staff
234739,Foong,Aamodt,1/31/65,6/28/86,1/1/99,Senior Engineer
235017,Irena,Dratva,1/17/65,9/7/91,1/1/99,Senior Staff
235096,Sverrir,Gyimothy,1/21/65,3/21/87,7/30/95,Senior Staff
235269,Keiichiro,Feldmann,1/31/65,12/20/97,12/30/98,Staff
235325,Gro,Prochazka,1/6/65,10/16/92,1/1/99,Engineer
235368,Anneli,Joslin,1/9/65,4/12/87,1/1/99,Senior Engineer
235458,Gio,Heuser,1/5/65,6/28/92,1/1/99,Senior Staff
235546,Tianruo,Speer,1/17/65,10/30/85,3/26/89,Staff
235729,Henk,Anger,2/1/65,1/19/93,1/1/99,Senior Staff
235780,Sampalli,Bergere,1/17/65,4/8/94,1/1/99,Senior Engineer
235793,Jayesh,Spinelli,1/3/65,7/18/92,1/16/99,Senior Engineer
236315,IEEE,Raczkowsky,1/31/65,7/24/96,1/1/99,Technique Leader
236559,Berna,Nanard,1/20/65,8/20/89,3/18/91,Senior Engineer
236566,Yechezkel,Maginnis,1/17/65,12/11/92,1/1/99,Senior Staff
236591,Insup,Reinhard,1/11/65,4/8/85,1/1/99,Senior Staff
236827,Almudena,Rijckaert,1/28/65,2/16/94,1/1/99,Senior Engineer
236883,Huan,Olivero,1/27/65,11/19/99,1/1/99,Staff
236964,Adel,Foote,1/17/65,8/19/98,3/20/00,Staff
237289,Brendon,Fritzsche,1/24/65,1/19/98,12/18/99,Staff
237400,Guadalupe,Perri,1/24/65,6/27/96,8/21/99,Technique Leader
237590,Annemarie,Irland,1/25/65,7/30/91,9/4/96,Staff
238112,Miomir,Frezza,1/12/65,5/25/91,1/1/99,Technique Leader
238252,Uno,Suppi,1/9/65,12/27/96,1/1/99,Staff
238422,Vishv,Angelov,1/10/65,3/8/88,1/1/99,Senior Staff
238949,Minghong,Cronin,1/9/65,10/4/87,1/1/99,Senior Staff
239067,Tadahiko,Pocchiola,1/11/65,4/2/96,1/1/99,Staff
239244,Abdulla,Kitai,1/13/65,2/20/87,1/1/99,Senior Staff
239415,Susumu,Brender,1/1/65,4/17/93,1/1/99,Engineer
239426,Vesna,Fairtlough,1/8/65,8/9/94,5/7/02,Engineer
239581,Guangming,Marquardt,1/18/65,6/6/97,3/21/01,Staff
239664,Sugwoo,Michaels,1/4/65,8/2/92,1/1/99,Engineer
239706,Arunas,Bugrara,1/15/65,4/3/97,1/1/99,Assistant Engineer
239748,Bilhanan,Dusink,1/23/65,6/4/88,1/1/99,Senior Staff
239803,Oscal,Ernst,1/30/65,5/19/92,1/1/99,Senior Staff
240011,Heather,Luef,1/27/65,2/24/89,7/14/92,Technique Leader
240132,Mizuhito,Kobara,2/1/65,8/9/96,1/1/99,Senior Staff
240236,TRUE,Tischendorf,1/24/65,1/19/86,1/1/99,Engineer
240253,Shrikanth,Ramaiah,1/16/65,5/12/95,10/15/00,Engineer
240285,Kolar,Greenaway,1/23/65,11/14/98,1/1/99,Staff
240340,Mack,Staylopatis,1/14/65,4/2/85,1/1/99,Engineer
240438,Temple,Cyre,1/2/65,9/30/92,1/1/99,Staff
240870,Francesca,Chorvat,1/6/65,3/3/85,3/17/92,Senior Staff
241100,Cedric,Molenaar,1/23/65,10/6/90,1/1/99,Engineer
241254,Jagoda,Anguita,1/15/65,5/11/93,1/1/99,Senior Engineer
241292,Uri,Lampe,1/29/65,10/17/87,12/11/01,Senior Staff
241567,Emran,Miara,1/18/65,5/2/89,1/1/99,Engineer
241667,Atilio,Olivero,1/28/65,9/4/85,1/1/99,Engineer
241728,Limsoon,Boudaillier,1/30/65,8/12/95,8/8/99,Senior Engineer
241872,Bluma,Fetvedt,1/11/65,2/3/92,11/14/01,Senior Staff
241917,Wuxu,Poupard,2/1/65,2/15/94,9/25/95,Staff
241952,Maya,Anandan,1/20/65,6/28/96,11/7/97,Staff
242019,Herb,Murrill,1/9/65,9/27/99,10/28/01,Senior Engineer
242081,Tomokazu,Pargas,1/12/65,11/15/96,1/1/99,Assistant Engineer
242104,Richara,Sudkamp,1/5/65,9/5/89,1/1/99,Staff
242237,Hidde,Papsdorf,1/21/65,11/7/98,11/23/98,Senior Staff
242314,Miyeon,Burnard,1/11/65,2/7/85,12/13/85,Engineer
242500,Bingning,Iisaku,1/8/65,6/26/89,1/1/99,Senior Staff
242611,Frazer,Flanders,1/18/65,8/25/95,9/25/00,Engineer
242800,Kazuyasu,Levergood,1/11/65,2/10/96,1/1/99,Engineer
242867,Paddy,Nittel,1/4/65,11/10/99,4/14/00,Engineer
243018,Bowen,Deverell,1/2/65,12/27/98,1/1/99,Senior Staff
243077,Kazunori,Perz,2/1/65,2/25/99,1/1/99,Senior Engineer
243576,Abdulah,Lodder,1/4/65,11/10/96,1/1/99,Senior Staff
243637,Marjo,Delgrange,1/16/65,6/24/90,1/1/99,Staff
243898,Arch,Basawa,1/9/65,5/10/98,1/1/99,Staff
244308,Mokhtar,Rebaine,1/10/65,7/23/91,1/1/99,Senior Staff
244605,Masoud,Suwa,1/22/65,11/25/89,10/10/98,Staff
244624,Boaz,Seuren,1/31/65,3/27/87,1/1/99,Senior Staff
244711,Rosli,Butner,1/25/65,3/20/91,1/1/99,Assistant Engineer
244714,Poorav,Clouatre,1/27/65,5/6/96,1/1/99,Senior Engineer
244820,Shigenori,Hertweck,1/15/65,4/13/87,1/1/99,Engineer
244873,Arunachalam,Oppitz,1/4/65,5/20/86,1/1/99,Senior Staff
245164,Filipp,Winter,1/23/65,10/24/96,1/1/99,Engineer
245396,Gift,Bottner,1/31/65,3/4/95,1/1/99,Senior Staff
245664,Manohar,Kilgore,1/18/65,11/17/98,1/1/99,Staff
246146,Zhongwei,Melski,1/30/65,9/4/87,1/1/99,Engineer
246244,George,Casperson,1/9/65,1/20/00,1/1/99,Staff
246364,Alper,Tiemann,1/6/65,10/29/98,1/1/99,Engineer
246764,Shuzo,Czaja,1/4/65,11/29/97,1/1/99,Staff
246798,Tianruo,Strooper,1/9/65,10/28/93,12/7/01,Staff
246902,Shih,Shanbhogue,1/27/65,4/19/98,1/1/99,Staff
247089,Seongbae,Schahn,1/17/65,12/10/92,1/1/99,Senior Staff
247122,Xiaobin,Narlikar,1/23/65,2/14/92,1/1/99,Senior Staff
247447,Tzu,Bakhtari,1/28/65,3/18/94,1/1/99,Engineer
247456,Masako,Bahk,1/16/65,7/31/97,1/1/99,Engineer
247612,Chiranjit,Constantine,1/4/65,5/25/97,1/1/99,Engineer
247875,Xiong,Anick,1/2/65,4/23/91,1/1/99,Senior Staff
247888,Abdelghani,Lagarias,1/15/65,9/6/85,1/1/99,Engineer
248094,Valeska,Lupu,1/31/65,9/21/98,4/6/02,Staff
248256,Sajjan,Falby,1/5/65,8/29/96,1/1/99,Staff
248351,Jaana,Milicia,2/1/65,6/2/85,1/1/99,Senior Staff
248758,Snehasis,Muhlberg,2/1/65,7/16/91,12/25/94,Staff
248953,Percy,Sudbeck,1/29/65,8/29/96,1/1/99,Assistant Engineer
249239,Hideyuki,Decleir,1/21/65,5/4/94,1/1/99,Senior Engineer
249325,Ute,Pokrovskii,1/26/65,6/9/97,1/1/99,Staff
249433,Ayonca,Matzov,1/16/65,6/3/88,1/1/99,Senior Engineer
249451,Gopalakrishnan,Pehl,1/6/65,3/15/95,6/10/01,Engineer
249504,Dmitry,Velardi,1/7/65,3/1/94,10/20/95,Engineer
249780,Nechama,Gaughan,1/12/65,1/16/86,7/9/93,Assistant Engineer
249799,Jolita,Neimat,1/4/65,12/27/93,1/1/99,Engineer
249866,Steen,Gubsky,1/15/65,1/14/89,1/1/99,Senior Staff
249969,Georgi,Luiz,1/21/65,6/10/91,1/1/99,Engineer
250411,Ranga,Sommen,1/27/65,1/20/89,1/1/99,Staff
250452,Alexius,Plavsic,1/14/65,1/17/00,1/1/99,Senior Engineer
250748,Kish,Turnbull,1/27/65,2/10/87,1/1/99,Engineer
251166,Hinrich,Hooghiemstra,1/22/65,10/5/85,1/1/99,Senior Staff
251233,Yucel,Bernini,1/7/65,2/19/93,1/1/99,Engineer
251301,Pintsang,Impagliazzo,1/30/65,5/6/89,1/1/99,Senior Staff
251341,Divier,Kumaresan,1/11/65,12/5/92,1/1/99,Senior Staff
251403,Utpal,DuBourdieux,1/1/65,11/19/97,1/1/99,Technique Leader
251437,Shichao,Iwayama,1/20/65,10/17/89,1/1/99,Engineer
251645,Bezalel,Tsunoo,1/6/65,6/17/92,1/1/99,Senior Staff
251680,Moty,Sommen,1/5/65,8/14/90,1/1/99,Senior Engineer
251814,Mitsuyuki,Zockler,1/1/65,9/14/98,1/1/99,Technique Leader
252185,Chaosheng,Conta,1/1/65,4/14/97,1/1/99,Assistant Engineer
252241,Zito,Alvarado,1/15/65,7/7/86,9/18/00,Senior Staff
252316,Gill,Niizuma,1/7/65,10/8/94,1/1/99,Engineer
252318,Keung,Simmel,1/30/65,11/17/95,6/24/02,Technique Leader
252392,Sanjeeva,Peron,1/1/65,12/26/93,1/1/99,Engineer
252592,Sachem,McDermid,1/12/65,4/30/87,12/2/87,Senior Engineer
253029,Thodoros,Thimonier,1/13/65,4/5/95,1/1/99,Engineer
253707,Insup,Hainaut,1/5/65,2/11/98,1/1/99,Staff
253838,Stafford,Terlouw,1/28/65,2/21/99,1/1/99,Assistant Engineer
253893,Huiqun,Trystram,1/4/65,5/10/93,1/1/99,Senior Engineer
254044,Gunilla,Brendel,1/16/65,4/10/92,1/1/99,Engineer
254399,Armond,Lores,1/24/65,9/16/99,1/1/99,Technique Leader
254591,Mamdouh,Lodder,1/8/65,3/23/86,12/9/91,Staff
254787,Mohan,Chepyzhov,1/3/65,4/6/95,5/26/96,Senior Engineer
254821,Tonny,Couchot,1/24/65,12/12/94,1/1/99,Staff
254916,Serenella,Couchot,1/31/65,3/15/97,1/25/01,Senior Staff
255466,Huan,Roccetti,1/18/65,7/3/85,1/1/99,Senior Engineer
255657,Oldrich,Cyre,1/20/65,2/10/85,1/1/99,Engineer
255779,Heejo,Merle,1/31/65,9/4/97,1/1/99,Technique Leader
256078,Duke,Picaronny,1/20/65,3/23/95,4/5/95,Staff
256216,Halsur,Brodal,1/1/65,11/22/97,1/1/99,Engineer
256837,Bezalel,Jording,1/10/65,1/16/91,11/19/98,Staff
256856,Hongzue,Barbanera,1/3/65,6/17/87,1/1/99,Senior Staff
256881,Ioana,Jakobus,1/3/65,8/10/90,1/1/99,Engineer
256888,Heather,Pehl,1/3/65,9/15/93,1/1/99,Staff
257062,Stabislas,Pardalos,1/24/65,6/21/89,1/1/99,Engineer
257378,Pascal,Bernatsky,1/6/65,9/3/88,1/1/99,Senior Staff
257469,Anyuan,Hanratty,1/22/65,1/6/88,1/1/99,Senior Staff
257484,Shaowei,Nicolson,1/1/65,12/7/86,1/1/99,Senior Staff
257624,Adhemar,Dalphin,1/16/65,6/2/90,8/26/00,Staff
257799,Sushant,Riefers,1/26/65,12/5/87,1/8/98,Engineer
258028,Mountaz,Reinhart,1/7/65,1/21/00,7/3/01,Engineer
258124,Mariusz,Zolotykh,1/17/65,7/28/90,1/1/99,Senior Staff
258363,Tayeb,Veevers,1/17/65,10/10/86,5/24/91,Staff
258376,Jaber,Falco,1/5/65,10/1/95,10/11/95,Engineer
258470,Weiwu,Butner,1/4/65,2/14/95,1/1/99,Staff
258643,Przemyslawa,Esposito,1/11/65,2/27/92,1/1/99,Engineer
259042,Xiaoqiang,Farrow,1/12/65,1/1/97,1/1/99,Staff
259237,Palash,Gammage,1/27/65,10/23/87,1/1/99,Senior Staff
259273,Xiahua,Gomatam,1/22/65,12/1/89,1/1/99,Senior Engineer
259611,Shuichi,Marrakchi,1/27/65,8/21/90,1/1/99,Senior Staff
259619,Conal,Magliocco,1/21/65,5/9/92,1/1/99,Senior Staff
259718,Stepehn,Bouloucos,1/24/65,9/17/91,12/13/93,Staff
260083,Kwok,Journel,1/16/65,12/22/97,2/27/99,Staff
260153,Mingdong,Baar,1/28/65,10/14/91,1/1/99,Technique Leader
260249,Vugranam,Beausoleil,1/22/65,5/14/98,1/1/99,Staff
260361,Reinhold,Rahier,1/25/65,6/6/95,10/9/97,Engineer
260399,Hatem,Birsak,1/30/65,4/10/89,1/1/99,Senior Staff
260408,Sasan,Brookner,1/19/65,9/3/96,1/1/99,Senior Staff
260501,Dzung,Pargas,1/14/65,5/17/90,1/1/99,Technique Leader
260545,Fei,Rebaine,1/29/65,5/5/95,4/19/99,Senior Engineer
261184,Masako,Kornatzky,1/30/65,8/29/87,1/1/99,Senior Engineer
261631,Jianhua,Huttel,1/8/65,2/23/98,1/1/99,Engineer
261662,Berni,Assaf,1/11/65,9/8/89,1/1/99,Senior Staff
261737,Mark,Lindqvist,1/23/65,11/22/90,1/1/99,Senior Engineer
261986,Gila,Ramsak,1/21/65,5/13/97,1/1/99,Senior Engineer
261990,Volkmar,Czaja,1/16/65,4/1/92,1/1/99,Senior Staff
262154,Wonhee,Vrecion,1/16/65,3/14/86,8/28/96,Engineer
262208,Mrinalini,Holburn,1/16/65,4/20/87,5/23/87,Senior Staff
262210,Chinho,Bottner,1/22/65,7/29/85,1/1/99,Assistant Engineer
262328,Mayuko,Vural,1/3/65,12/24/97,1/1/99,Staff
262439,Lorien,Lagarias,1/30/65,10/10/85,1/1/99,Staff
262440,Subbu,Kaiserswerth,1/7/65,6/15/92,3/8/99,Assistant Engineer
262548,Jixiang,Loncour,1/5/65,3/16/94,2/20/01,Engineer
262636,Tamiya,Reutenauer,1/4/65,6/2/85,4/10/92,Senior Engineer
262741,Izaskun,Moffat,1/19/65,4/30/87,8/14/01,Staff
262752,Pramod,Bierman,1/4/65,12/12/97,1/1/99,Engineer
262861,Kayoko,Attimonelli,1/16/65,10/14/92,1/20/99,Senior Staff
262928,Piyush,Gill,1/1/65,8/31/90,2/20/95,Senior Engineer
263012,Hideo,Buchter,1/9/65,5/1/99,1/1/99,Staff
263186,Danny,Lowrie,1/22/65,9/13/95,1/1/99,Technique Leader
263325,Dinkar,Sinicrope,1/19/65,7/12/85,7/14/85,Staff
263370,Shakhar,Ranze,1/3/65,5/29/99,1/1/99,Staff
263439,Atreye,Kabayashi,1/9/65,12/15/86,1/1/99,Senior Engineer
263645,Mingsen,Lally,1/19/65,12/4/90,1/1/99,Senior Engineer
263649,Mechthild,Zongker,1/17/65,7/26/93,1/1/99,Senior Staff
263721,Abdulah,Horswill,1/3/65,6/12/99,11/14/00,Engineer
263926,Fusako,Schwartzbauer,1/3/65,4/7/85,1/1/99,Staff
264001,Khalil,Mapelli,1/16/65,1/15/90,4/6/92,Senior Engineer
264030,Zdislav,Solares,1/15/65,12/14/90,1/1/99,Assistant Engineer
264167,Baoqiu,Tomescu,1/25/65,5/1/96,1/1/99,Senior Engineer
264322,Leandro,Swist,1/3/65,1/6/91,1/1/99,Senior Staff
264626,Noritoshi,Bakhtari,1/13/65,2/3/93,1/1/99,Senior Staff
264715,Siddarth,Luke,1/4/65,10/6/93,7/6/94,Staff
264939,Bogdan,Bahi,1/10/65,2/9/85,2/13/99,Senior Engineer
265039,Navid,Staudhammer,1/3/65,10/18/92,1/1/99,Senior Staff
265521,Kensei,Salverda,1/4/65,5/25/93,1/1/99,Engineer
265558,Susuma,Kleiser,1/31/65,8/2/87,1/1/99,Senior Staff
265794,Miquel,Halloran,1/15/65,1/14/94,1/1/99,Senior Staff
265875,Fan,Marsiglia,1/20/65,9/3/89,1/1/99,Engineer
266206,Zsolt,Anily,2/1/65,8/19/85,1/1/99,Staff
266249,Sumant,Nishimukai,1/15/65,3/28/91,1/1/99,Senior Staff
266310,Zvonko,Serdy,1/23/65,6/24/87,1/1/99,Senior Staff
266644,Anwar,Gubsky,1/8/65,8/9/93,1/1/99,Senior Staff
266689,Parke,Serna,1/24/65,3/29/85,9/23/99,Senior Engineer
266862,Mart,Plumb,1/10/65,4/21/86,1/1/99,Senior Staff
266881,Mokhtar,Sabnani,1/11/65,8/28/90,2/4/97,Senior Staff
266981,Toshimi,Kragelund,1/26/65,2/21/88,7/5/94,Assistant Engineer
267059,Moie,Tempesti,1/9/65,6/29/91,1/1/99,Senior Staff
267227,Susuma,Tagansky,1/10/65,1/22/95,1/1/99,Engineer
267304,Jordanka,Axelband,1/6/65,6/27/94,1/1/99,Senior Staff
267504,Mayuri,Flowers,1/2/65,5/12/97,11/7/00,Staff
267667,Irena,Kaiserswerth,1/5/65,9/5/87,1/1/99,Senior Staff
267745,Wojceich,Honglei,1/25/65,12/28/91,5/1/00,Engineer
268043,Narain,Mikschl,1/28/65,11/2/97,1/1/99,Engineer
268191,LiMin,Teitelbaum,1/7/65,11/1/90,1/1/99,Engineer
268890,Somnath,Uhrik,1/4/65,1/14/88,12/9/94,Engineer
269186,Vitali,Dayang,1/23/65,9/21/88,10/21/92,Technique Leader
269568,Rimli,Walston,1/28/65,1/28/96,8/10/99,Staff
269728,Naftali,Kragelund,1/12/65,5/16/87,1/1/99,Senior Staff
270084,Ulises,Frolund,1/11/65,7/26/86,1/1/99,Senior Staff
270716,Shunichi,Baer,1/19/65,2/4/98,1/1/99,Staff
270792,Domenico,Wendorf,2/1/65,9/8/88,9/10/90,Engineer
270794,Dannz,Zhang,2/1/65,6/26/91,1/1/99,Senior Staff
270821,Hatem,Bierbaum,1/21/65,9/7/99,3/26/00,Staff
271106,Taisook,Kampfer,1/10/65,11/30/97,1/1/99,Engineer
271118,Somnath,Nitsche,1/10/65,8/15/87,10/10/99,Assistant Engineer
271219,Odoardo,Tyugu,1/16/65,11/7/94,1/1/99,Engineer
271975,Yuchang,Busillo,1/14/65,3/30/86,11/14/89,Engineer
272141,Tsutomu,Neiman,1/13/65,5/5/86,7/31/96,Senior Staff
272285,Gully,Mitchem,1/19/65,1/22/86,1/1/99,Senior Staff
272316,Surveyors,Muhling,1/5/65,7/19/99,1/1/99,Engineer
272452,Mitsuyuki,Isard,1/10/65,8/17/96,2/27/02,Engineer
272599,Holgard,Hegner,1/16/65,7/15/93,1/1/99,Senior Staff
272860,Minghong,Candan,2/1/65,2/10/94,1/1/99,Assistant Engineer
273159,Divine,Hofmeyr,1/26/65,4/14/89,1/1/99,Technique Leader
273274,Yolla,Kobara,1/8/65,12/29/95,4/16/97,Engineer
273286,Brigham,Asmuth,1/26/65,1/23/89,1/1/99,Senior Engineer
273396,Wayne,Baba,1/10/65,3/7/98,1/1/99,Engineer
273806,Hongzhu,Beetstra,1/1/65,1/24/91,8/18/97,Senior Staff
273858,Gunilla,Matzen,1/13/65,12/28/90,1/1/99,Senior Staff
274071,Mingsen,Weiland,1/1/65,10/12/95,1/1/99,Staff
274271,Prodip,Ritcey,1/10/65,9/10/86,1/1/99,Senior Staff
